Name;ISIN;Symbol;Market;Trading Currency;Open;High;Low;Last;Last Date/Time;Time Zone;Volume;Turnover
PLANT ADVANCED;FR0010785790;ALPAT;Euronext Growth Paris;EUR;21.2;21.2;20.6;20.6;16/12/2019;CET;100;2103.2
PLANT ADVANCED BS;FR0011844067;PATBS;Euronext Growth Paris;EUR;0.019;0.019;0.019;0.019;16/07/2019;CET;12;0.23
PLAST.VAL LOIRE;FR0013252186;PVL;Euronext Paris;EUR;8.15;8.15;7.85;7.88;16/12/2019;CET;55589;444737.69
PLASTIC OMNIUM;FR0000124570;POM;Euronext Paris;EUR;25.83;25.85;25.44;25.51;16/12/2019;CET;85462;2184744.41
PORCELEYNE FLES;NL0000378669;PORF;Euronext Amsterdam;EUR;9.85;9.85;9.85;9.85;16/12/2019;CET;50;492.5
POSTNL;NL0009739416;PNL;Euronext Amsterdam;EUR;2.01;2.038;2.01;2.032;16/12/2019;CET;3361072;6824051.179
POUJOULAT;FR0000066441;ALPJT;Euronext Growth Paris;EUR;26;26;25.4;25.4;16/12/2019;CET;101;2614
POULAILLON;FR0013015583;ALPOU;Euronext Growth Paris;EUR;4.61;4.65;4.56;4.65;16/12/2019;CET;6409;29732.62
POXEL;FR0012432516;POXEL;Euronext Paris;EUR;7.82;7.92;7.76;7.85;16/12/2019;CET;54914;430759.54
PPLA CLASS A;BMG7209L1000;PPLAA;Euronext Amsterdam;EUR;-;-;-;-;-;CET;-;-
PPLA CLASS B;BMG7209L1182;PPLAB;Euronext Amsterdam;EUR;-;-;-;-;-;CET;-;-
PPLA European Unit;US69355L1098;PPLA;Euronext Amsterdam;EUR;-;-;-;-;-;CET;-;-
PRECIA;FR0000060832;PREC;Euronext Paris;EUR;195;197;195;197;16/12/2019;CET;76;14889
PREDILIFE;FR0010169920;ALPRE;Euronext Growth Paris;EUR;8.2;8.2;8.2;8.2;16/12/2019;CET;21;172.2
PRIMECITY;CY0104972217;ALPCI;Euronext Growth Paris;EUR;3.68;3.68;3.68;3.68;10/12/2019;CET;16;58.88
PRISMAFLEX INTL;FR0004044600;ALPRI;Euronext Growth Paris;EUR;7;7;6.6;6.74;16/12/2019;CET;2140;14621.06
PROACTIS SA;FR0004052561;PROAC;Euronext Paris;EUR;0.125;0.125;0.118;0.125;16/12/2019;CET;1916;233.612
PRODWARE;FR0010313486;ALPRO;Euronext Growth Paris;EUR;6.5;7.24;6.5;7.15;16/12/2019;CET;42762;303740.02
PRODWAYS;FR0012613610;PWG;Euronext Paris;EUR;2.77;2.77;2.645;2.72;16/12/2019;CET;25749;69921.82
PROLOG BSAAR20;FR0011627900;PRBS1;Euronext Paris;EUR;0.0005;0.0005;0.0005;0.0005;13/12/2019;CET;2500;1.25
PROLOGUE;FR0010380626;PROL;Euronext Paris;EUR;0.369;0.374;0.35;0.357;16/12/2019;CET;272793;98951.352
PROLOGUE BSA;FR0013398617;PROBT;Euronext Growth Paris;EUR;0.0127;0.0128;0.0127;0.0127;16/12/2019;CET;33900;430.73
PROLOGUE BSAA2021;FR0011994326;PRBS2;Euronext Paris;EUR;0.001;0.001;0.001;0.001;16/12/2019;CET;900;0.9
PROP.IMMEUBLES;FR0000061376;MLPRI;Euronext Access Paris;EUR;12.8;12.8;12.8;12.8;29/11/2019;CET;10;128
PROSIEBENSAT;DE000PSM7770;PSMP;Traded not listed Brussels;EUR;14.35;15.15;14.35;15.15;16/12/2019;CET;500;7371.6
PROSUS;NL0013654783;PRX;Euronext Amsterdam;EUR;62.81;63.38;61.7;62.97;16/12/2019;CET;631808;39671990.01
PROVENTURE GOLD;CA74375L1058;MLPRO;Euronext Access Paris;EUR;3;3;3;3;28/05/2019;CET;13250;39750
PROVIDENCE RES.;IE00B66B5T26;PZQA;Euronext Growth Dublin;EUR;0.0352;0.045;0.0352;0.04;16/12/2019;UTC;105325;4378.102
PROXIMUS;BE0003810273;PROX;Euronext Brussels;EUR;-;26.21;-;26.03;16/12/2019;CET;602930;15715690.7
PSB INDUSTRIES;FR0000060329;PSB;Euronext Paris;EUR;19.25;19.25;19.2;19.2;16/12/2019;CET;746;14335.65
PUBLICIS BSA;FR0000312928;PUBBS;Euronext Paris;EUR;11.9;12.3;11.9;12.3;16/12/2019;CET;1150;13785
PUBLICIS GROUPE SA;FR0000130577;PUB;Euronext Paris;EUR;39.65;40.33;38.98;40.09;16/12/2019;CET;1134817;45220435.67
QRF;BE0974272040;QRF;Euronext Brussels;EUR;15.65;15.85;15.45;15.85;16/12/2019;CET;4533;70989.45
QUADIENT;FR0000120560;QDT;Euronext Paris;EUR;22.06;22.32;22.06;22.32;16/12/2019;CET;29202;649478.3
QUADPACK;ES0105118006;ALQP;Euronext Growth Paris;EUR;30.8;31;30.8;31;16/12/2019;CET;576;17855.8
QUANTGENBSA27JAN20;FR0013274545;QGCBT;Euronext Growth Paris;EUR;0.22;0.22;0.22;0.22;16/12/2019;CET;10000;2200
QUANTUM GENOMICS;FR0011648971;ALQGC;Euronext Growth Paris;EUR;2.935;2.98;2.905;2.965;16/12/2019;CET;58879;173167.51
QUESTFOR GR-PRICAF;BE0003730448;QFG;Euronext Brussels;EUR;5.76;5.84;5.76;5.82;16/12/2019;CET;5514;31847.66
QWAMPLIFY;FR0010889386;ALQWA;Euronext Growth Paris;EUR;5;5.2;5;5;16/12/2019;CET;8763;44475.55
Raize;PTRIZ0AM0009;MLRZE;Euronext Access Lisbon;EUR;1.35;1.35;1.35;1.35;17/12/2019;BST;535;722.25
RALLYE;FR0000060618;RAL;Euronext Paris;EUR;8.95;9.69;8.84;9.69;16/12/2019;CET;261885;2467158.18
RAMADA;PTFRV0AE0004;RAM;Euronext Lisbon;EUR;5.9;6.26;5.76;5.88;17/12/2019;BST;50177;300601.66
RAMSAY GEN SANTE;FR0000044471;GDS;Euronext Paris;EUR;16.9;16.9;16.8;16.8;16/12/2019;CET;615;10340.7
RANDSTAD NV;NL0000379121;RAND;Euronext Amsterdam;EUR;54.86;55.4;54.76;55.3;16/12/2019;CET;486204;26837030.36
RAPIDO PRET;FR0012395457;ML350;Euronext Access Paris;EUR;0.394;0.394;0.394;0.394;16/12/2019;CET;50;19.7
REALCO;BE0003841583;REAL;Euronext Access Brussels;EUR;25;25;25;25;16/12/2019;CET;50;1250
REALITES;FR0011858190;ALREA;Euronext Growth Paris;EUR;22.2;22.4;22.05;22.4;16/12/2019;CET;1200;26669.85
RECTICEL;BE0003656676;REC;Euronext Brussels;EUR;8.29;8.34;8.25;8.33;16/12/2019;CET;67338;559052.37
RECYLEX S.A.;FR0000120388;RX;Euronext Paris;EUR;3.75;4.095;3.74;3.995;16/12/2019;CET;73098;285798.635
REDITUS,SGPS;PTRED0AP0010;RED;Euronext Lisbon;EUR;0.055;0.055;0.055;0.055;17/12/2019;BST;5000;275
REIBEL;BE0003829463;REI;Euronext Access Brussels;EUR;0.33;0.33;0.33;0.33;05/11/2019;CET;500;165
REINET INVESTMENTS;LU0383812293;REINA;Euronext Amsterdam;EUR;17.24;17.24;17.24;17.24;10/12/2019;CET;85;1465.4
RELX;GB00B2B0DG97;REN;Euronext Amsterdam;EUR;21.79;22.66;21.72;22.37;16/12/2019;CET;2442260;54476179.4
REMY COINTREAU;FR0000130395;RCO;Euronext Paris;EUR;112.9;114.8;112.8;113.3;16/12/2019;CET;107688;12227050.3
REN;PTREL0AM0008;RENE;Euronext Lisbon;EUR;2.7;2.73;2.7;2.715;17/12/2019;BST;685889;1860844.585
RENAULT;FR0000131906;RNO;Euronext Paris;EUR;42.65;43.37;42.355;43.045;16/12/2019;CET;1125306;48321701.315
RESILUX;BE0003707214;RES;Euronext Brussels;EUR;139;141.5;139;141;16/12/2019;CET;850;118999
RETAIL ESTATES;BE0003720340;RET;Euronext Brussels, Amsterdam;EUR;82.1;82.4;81.9;82.2;16/12/2019;CET;11917;978917.5
REVIVAL EXPANSION;FR0000077232;MLREX;Euronext Access Paris;EUR;9.94;9.94;9.94;9.94;27/12/2016;CET;3;29.82
REWORLD MEDIA;FR0010820274;ALREW;Euronext Growth Paris;EUR;2.69;2.7;2.63;2.7;16/12/2019;CET;60902;164170.45
REXEL;FR0010451203;RXL;Euronext Paris;EUR;12.02;12.11;11.95;12.05;16/12/2019;CET;739213;8891905.59
RIBER;FR0000075954;RIB;Euronext Paris;EUR;2.56;2.58;2.465;2.54;16/12/2019;CET;40046;101556.905
ROBERTET;FR0000039091;RBT;Euronext Paris;EUR;820;823;809;823;16/12/2019;CET;1777;1448123
ROBERTET CDV 87;FR0000045619;CBR;Euronext Paris;EUR;44;44;44;44;04/01/2019;CET;20;880
ROBERTET CI;FR0000045601;CBE;Euronext Paris;EUR;665;665;665;665;13/12/2019;CET;11;7315
ROCHE BOBOIS;FR0013344173;RBO;Euronext Paris;EUR;17.3;17.45;17.1;17.45;16/12/2019;CET;972;16855.1
ROCTOOL;FR0010523167;ALROC;Euronext Growth Paris;EUR;3.26;3.26;3.26;3.26;16/12/2019;CET;1;3.26
RODAMCO;NL0000288652;-;Euronext Expert Market;EUR;7.4;7.4;7.4;7.4;27/01/2015;CET;2;14.8
ROODMICROTEC;NL0000440477;ROOD;Euronext Amsterdam;EUR;0.228;0.229;0.225;0.228;16/12/2019;CET;78432;17846.268
ROSIER;BE0003575835;ENGB;Euronext Brussels;EUR;110;110;110;110;11/12/2019;CET;18;1980
ROTHSCHILD&CO;FR0000031684;ROTH;Euronext Paris;EUR;25.8;25.8;25.3;25.35;16/12/2019;CET;15251;388329.9
ROTON;BE0003660710;-;Euronext Expert Market;EUR;0.63;0.63;0.63;0.63;04/12/2018;CET;40;25.2
ROUGIER S.A.;FR0000037640;ALRGR;Euronext Growth Paris;EUR;17.4;17.6;17.4;17.6;26/02/2018;CET;162;2843.6
ROULARTA;BE0003741551;ROU;Euronext Brussels;EUR;14.6;14.75;14.55;14.7;16/12/2019;CET;235;3430.55
ROUSSELET CENTRIF.;FR0000035750;MLROU;Euronext Access Paris;EUR;19;19;19;19;16/12/2019;CET;71;1349
ROYAL DUTCH SHELLA;GB00B03MLX29;RDSA;Euronext Amsterdam;EUR;25.92;26.27;25.92;26.095;16/12/2019;CET;7497625;195620910.9092
ROYAL DUTCH SHELLB;GB00B03MM408;RDSB;Euronext Amsterdam;EUR;25.99;26.375;25.99;26.265;16/12/2019;CET;51722;1360084.71
RUBIS;FR0013269123;RUI;Euronext Paris;EUR;52.35;54.15;52.1;53.7;16/12/2019;CET;284547;16280550.9
RYANAIR HOLD. PLC;IE00BYTBXV33;RY4C;Euronext Dublin;EUR;14.26;15;14.26;14.54;16/12/2019;UTC;6420866;94574676.0151
S.CLUBE BRAGA;PTSCB0AM0001;SCB;Euronext Access Lisbon;EUR;1.21;1.21;1.21;1.21;12/12/2019;BST;100;121
S.E.B.;FR0000121709;SK;Euronext Paris;EUR;136.2;137.1;134.8;134.8;16/12/2019;CET;62695;8482217.4
SABCA;BE0003654655;SAB;Euronext Brussels;EUR;21.8;21.8;21.8;21.8;11/12/2019;CET;70;1526
SAFE ORTHOPAEDICS;FR0012452746;ALSAF;Euronext Growth Paris;EUR;0.0076;0.0078;0.007;0.0074;16/12/2019;CET;5169669;37182.3858
SAFRAN;FR0000073272;SAF;Euronext Paris;EUR;144.6;144.8;141.05;141.55;16/12/2019;CET;1370593;194744319.15
SAFWOOD;IT0004013725;ALWOO;Euronext Growth Paris;EUR;0.05;0.05;0.05;0.05;03/05/2011;CET;1300;65
SAINT GOBAIN;FR0000125007;SGO;Euronext Paris, Amsterdam, Brussels;EUR;38.285;38.915;38.25;38.725;16/12/2019;CET;1702913;65868963.41
SAINT JEAN GROUPE;FR0000060121;SABE;Euronext Paris;EUR;24.8;24.8;24.8;24.8;06/12/2019;CET;2;49.6
SAMSE;FR0000060071;SAMS;Euronext Paris;EUR;169.5;169.5;168.5;168.5;16/12/2019;CET;167;28198
SANOFI;FR0000120578;SAN;Euronext Paris;EUR;89.24;90.66;89.18;90.6;16/12/2019;CET;2700861;243736558.17
SAPMER;FR0010776617;ALMER;Euronext Growth Paris;EUR;17.2;17.2;17.2;17.2;13/12/2019;CET;3312;56966.4
SARTORIUS STED BIO;FR0013154002;DIM;Euronext Paris;EUR;140.1;143.4;140.1;142.7;16/12/2019;CET;47601;6765789.6
SAVENCIA;FR0000120107;SAVE;Euronext Paris;EUR;59;60.4;59;60.4;16/12/2019;CET;2349;139577.4
SAVONNERIE NYONS;FR0013155975;MLSDN;Euronext Access Paris;EUR;14.2;14.2;14.2;14.2;05/12/2019;CET;10;142
SBM OFFSHORE;NL0000360618;SBMO;Euronext Amsterdam;EUR;16.335;16.5;16.27;16.4;16/12/2019;CET;465451;7642801.375
SBT;FR0004175222;MLSBT;Euronext Access Paris;EUR;5.4;5.4;5.4;5.4;16/12/2019;CET;299;1614.6
SCANDINAVIAN HOUSE;CH0220529603;MLSHD;Euronext Access Paris;EUR;17.51;17.51;17.51;17.51;13/05/2016;CET;500;8755
SCBSM;FR0006239109;CBSM;Euronext Paris;EUR;9.7;9.7;9.65;9.65;16/12/2019;CET;514;4979.15
SCEMI;FR0010972091;MLCMI;Euronext Access Paris;EUR;1.62;1.62;1.62;1.62;16/12/2019;CET;150;243
SCHEERD.V KERCHOVE;BE0012378593;SCHD;Euronext Brussels;EUR;448;448;448;448;09/12/2019;CET;7;3136
SCHLUMBERGER;AN8068571086;SLB;Euronext Paris;EUR;34.9;35.8;34.9;35.2;16/12/2019;CET;8496;299851.8
SCHNEIDER ELECTRIC;FR0000121972;SU;Euronext Paris;EUR;92.98;94.08;92.98;93.74;16/12/2019;CET;977025;91347779.92
SCHOBRUNN PARIS;FR0010961920;MLSCH;Euronext Access Paris;EUR;40;40;40;40;06/02/2018;CET;9;360
Scisys Group Plc;IE00BD9PKV79;SCC;Euronext Growth Dublin;EUR;2.96;2.96;2.96;2.96;12/12/2019;UTC;1;2.96
SCOR SE;FR0010411983;SCR;Euronext Paris;EUR;-;38.42;37.82;37.95;16/12/2019;CET;519574;19740756.01
SCR-SIBELCO;BE0944264663;-;Euronext Expert Market;EUR;6000;6000;6000;6000;10/12/2019;CET;69;414000
SECHE ENVIRONNEM.;FR0000039109;SCHP;Euronext Paris;EUR;35.2;35.4;35;35.1;16/12/2019;CET;1678;58922.7
SEIF SPA;IT0005353484;ALSEI;Euronext Growth Paris;EUR;0.71;0.71;0.71;0.71;16/12/2019;CET;1;0.71
SELCODIS;FR0000065492;SLCO;Euronext Paris;EUR;0.29;0.29;0.29;0.29;25/03/2009;CET;2074;601
SELECTIRENTE;FR0004175842;SELER;Euronext Paris;EUR;88.5;88.5;88.5;88.5;09/12/2019;CET;5;442.5
SEMAPA;PTSEM0AM0004;SEM;Euronext Lisbon;EUR;14.24;14.26;14.08;14.1;17/12/2019;BST;40579;574450.64
SEMPLICEMENTE SpA;IT0005072811;MLSMP;Euronext Access Paris;EUR;0.81;0.81;0.81;0.81;05/08/2016;CET;100;81
SENSORION;FR0012596468;ALSEN;Euronext Growth Paris;EUR;0.805;0.805;0.75;0.754;16/12/2019;CET;98333;74896.179
SEQUA PETROLEUM NV;NL0010623518;MLSEQ;Euronext Access Paris;EUR;0.0125;0.0125;0.0125;0.0125;16/12/2019;CET;1;0.0125
SEQUANA MEDICAL;BE0974340722;SEQUA;Euronext Brussels;EUR;6.46;6.46;6.22;6.42;16/12/2019;CET;5784;36391.06
SERGEFERRARI GROUP;FR0011950682;SEFER;Euronext Paris;EUR;5.7;5.75;5.65;5.65;16/12/2019;CET;1691;9626.9
SERMA GROUP;FR0000073728;ALSER;Euronext Growth Paris;EUR;260;260;260;260;12/12/2019;CET;62;16120
SES;LU0088087324;SESG;Euronext Paris;EUR;12.675;12.745;12.425;12.6;16/12/2019;CET;1856387;23394729.185
SES IMAGOTAG;FR0010282822;SESL;Euronext Paris;EUR;29;29.1;28.7;29;16/12/2019;CET;6955;201447.2
SETTLEMENTS;BE0974261902;STTL;Euronext Growth Brussels;USD;13.52;13.52;13.52;13.52;24/03/2017;CET;15000;202800
SHOWROOMPRIVE;FR0013006558;SRP;Euronext Paris;EUR;1.598;1.64;1.54;1.566;16/12/2019;CET;477816;752338.15
SHURGARD;LU1883301340;SHUR;Euronext Brussels;EUR;34;34.4;33.7;34.1;16/12/2019;CET;11240;382645.55
SI PARTICIPATIONS;FR0000061582;ALSIP;Euronext Growth Paris;EUR;7.7;7.7;7.7;7.7;12/12/2019;CET;50;385
SIDETRADE;FR0010202606;ALBFR;Euronext Growth Paris;EUR;65;65;65;65;16/12/2019;CET;15;975
SIEMENS;DE0007236101;SIA;Traded not listed Brussels;EUR;118.74;119.8;117.44;119.8;16/12/2019;CET;1285;152450.04
SIF HOLDING;NL0011660485;SIFG;Euronext Amsterdam;EUR;11.8;11.92;11.78;11.84;16/12/2019;CET;9330;110475.82
SIGNAUX GIROD;FR0000060790;GIRO;Euronext Paris;EUR;11;11;10.9;10.9;16/12/2019;CET;852;9355.5
SIGNIFY NV;NL0011821392;LIGHT;Euronext Amsterdam;EUR;28.4;28.71;28.36;28.69;16/12/2019;CET;379990;10869849.92
SII;FR0000074122;SII;Euronext Paris;EUR;27.3;27.7;27.2;27.5;16/12/2019;CET;10106;277564.4
SILC;FR0010679365;MLSIL;Euronext Access Paris;EUR;0.35;0.35;0.35;0.35;11/12/2019;CET;130;45.5
SILKAN RT;FR0010518605;MLARI;Euronext Access Paris;EUR;0.925;0.925;0.925;0.925;25/07/2019;CET;1;0.93
SIMAT;CI0000000832;MLMAT;Euronext Access Paris;EUR;2.2;2.2;2.2;2.2;13/11/2019;CET;10;22
SIMINANS;BE0016250517;-;Euronext Expert Market;EUR;23.4;23.4;23.4;23.4;22/01/2019;CET;3;70.2
SIMO INTERNATIONAL;FR0004038818;MLSIM;Euronext Access Paris;EUR;0.42;0.42;0.42;0.42;11/12/2019;CET;3000;1260
SINTESI SpA;IT0005072167;MLSNT;Euronext Access Paris;EUR;3.3;3.3;3.3;3.3;06/11/2015;CET;12;39.6
SIOEN;BE0003743573;SIOE;Euronext Brussels;EUR;21.5;21.65;21;21.6;16/12/2019;CET;18822;400581.85
SIPEF;BE0003898187;SIP;Euronext Brussels;EUR;53.1;53.1;52;52.5;16/12/2019;CET;8096;424270
SLIGRO FOOD GROUP;NL0000817179;SLIGR;Euronext Amsterdam;EUR;23.7;23.8;23.3;23.35;16/12/2019;CET;34508;810548.1
SMALTO;FR0011131788;MLSML;Euronext Access Paris;EUR;0.042;0.042;0.042;0.042;16/12/2019;CET;17030;715.26
SMALTO BSA;FR0010649228;SMLBS;Euronext Access Paris;EUR;0.04;0.04;0.04;0.04;27/12/2016;CET;115298;4611.92
SMARTPHOTO GROUP;BE0974323553;SMAR;Euronext Brussels;EUR;15.75;16;15.75;16;16/12/2019;CET;2268;36133.05
SMCP;FR0013214145;SMCP;Euronext Paris;EUR;8.73;9.45;8.7;9.35;16/12/2019;CET;701644;6431991.91
SMTPC;FR0004016699;SMTPC;Euronext Paris;EUR;20;20.6;20;20.1;16/12/2019;CET;5970;120866.6
SMURFIT KAPPA GP;IE00B1RR8406;SK3;Euronext Dublin;EUR;33.54;34.12;33.12;33.96;16/12/2019;UTC;528697;17874898.1
SNCB/NMBS -Jce/Gen;BE0010621481;-;Euronext Expert Market;EUR;0.31;0.31;0.31;0.31;28/05/2019;CET;1749;542.19
SNOWWORLD;NL0010627865;SNOW;Euronext Amsterdam;EUR;14.2;14.2;14.1;14.1;16/12/2019;CET;400;5650
SOC FRANC CASINOS;FR0010209809;SFCA;Euronext Paris;EUR;1.4;1.4;1.4;1.4;16/12/2019;CET;200;280
SOCIETE GENERALE;FR0000130809;GLE;Euronext Paris;EUR;30.5;30.945;30.36;30.76;16/12/2019;CET;3517052;107632357.56
SOCLINPAR;QX0000022625;-;Euronext Expert Market;EUR;21.78;21.78;21.78;21.78;29/11/2016;CET;14;304.92
SODEXO;FR0000121220;SW;Euronext Paris;EUR;105.25;106.55;105.15;105.5;16/12/2019;CET;210095;22231404.7
SODIFRANCE;FR0000072563;SOA;Euronext Paris;EUR;16.5;16.5;16.5;16.5;16/12/2019;CET;530;8745
SODITECH;FR0000078321;SEC;Euronext Paris;EUR;0.71;0.71;0.71;0.71;16/12/2019;CET;3500;2485
SOFIBUS PATRIMOINE;FR0000038804;SFBS;Euronext Paris;EUR;210;210;210;210;16/12/2019;CET;7;1470
SOFINA;BE0003717312;SOF;Euronext Brussels;EUR;195.2;196.8;195.2;196.6;16/12/2019;CET;15574;3054168
SOFRAGI;FR0000030140;SOFR;Euronext Paris;EUR;1630;1630;1630;1630;16/12/2019;CET;85;138550
SOFTIMAT;BE0003773877;SOFT;Euronext Growth Brussels;EUR;4;4;4;4;16/12/2019;CET;188;752
SOGECLAIR;FR0000065864;SOG;Euronext Paris;EUR;28.8;29.1;28.8;29.1;16/12/2019;CET;435;12567.5
SOITEC;FR0013227113;SOI;Euronext Paris;EUR;97;97;95.4;95.4;16/12/2019;CET;83025;7974612.15
SOLOCAL GROUP;FR0012938884;LOCAL;Euronext Paris;EUR;0.529;0.53;0.521;0.521;16/12/2019;CET;1301712;683850.9695
SOLUTIONS 30 SE;FR0013379484;ALS30;Euronext Growth Paris;EUR;9.9;10.28;9.9;10.23;16/12/2019;CET;259629;2638172.21
SOLVAC NOM(RETAIL);BE0003545531;SOLV;Euronext Brussels;EUR;123;125;120.5;120.5;16/12/2019;CET;1266;154908.5
SOLVAY;BE0003470755;SOLB;Euronext Brussels, Paris;EUR;104.8;105.4;103.9;104.15;16/12/2019;CET;185743;19375262.95
SOLVAY (CP 41);BE0099887748;-;Euronext Expert Market;EUR;48;48;48;48;30/05/2017;CET;2;96
SOMFY SA;FR0013199916;SO;Euronext Paris;EUR;86.7;88.5;86.7;86.7;16/12/2019;CET;2177;190945.6
SONAE;PTSON0AM0001;SON;Euronext Lisbon;EUR;0.9465;0.947;0.9365;0.937;17/12/2019;BST;2076507;1950538.215
SONAE CAPITAL;PTSNP0AE0008;SONC;Euronext Lisbon;EUR;0.777;0.79;0.777;0.778;17/12/2019;BST;87608;68642.117
SONAE IND.SGPS;PTS3P0AM0025;SONI;Euronext Lisbon;EUR;0.93;0.948;0.93;0.932;17/12/2019;BST;12014;11265.056
SONAECOM,SGPS;PTSNC0AM0006;SNC;Euronext Lisbon;EUR;2.21;2.26;2.21;2.22;17/12/2019;BST;4529;10149.94
SONAGI;PTSNG0AM0007;SNG;Euronext Access Lisbon;EUR;3.06;3.06;3.06;3.06;05/12/2019;BST;3300;10098
SOPRA STERIA GROUP;FR0000050809;SOP;Euronext Paris;EUR;140.7;143;140.5;142.3;16/12/2019;CET;37460;5309734.3
SPADEL;BE0003798155;SPA;Euronext Brussels;EUR;195;195;195;195;16/12/2019;CET;23;4485
SPEED RABBIT PIZZA;FR0000054371;MLSRP;Euronext Access Paris;EUR;3.02;3.02;3.02;3.02;18/11/2019;CET;2500;7550
SPIE;FR0012757854;SPIE;Euronext Paris;EUR;18.53;19.09;18.53;19.08;16/12/2019;CET;298841;5673373.3
SPINEGUARD;FR0011464452;ALSGD;Euronext Growth Paris;EUR;0.27;0.286;0.245;0.258;16/12/2019;CET;695820;185477.562
SPINEWAY;FR0011398874;ALSPW;Euronext Growth Paris;EUR;0.0092;0.0104;0.0092;0.01;16/12/2019;CET;29477865;292166.7181
SPIR COMMUNICATION;FR0000131732;SPI;Euronext Paris;EUR;4.2;4.4;4.2;4.4;16/12/2019;CET;1734;7447.3
SPORTING;PTSCP0AM0001;SCP;Euronext Lisbon;EUR;0.78;0.84;0.78;0.84;17/12/2019;BST;444;348.72
SQLI;FR0011289040;SQI;Euronext Paris;EUR;17.4;17.78;17.3;17.78;16/12/2019;CET;4473;78044.24
ST DUPONT;FR0000054199;DPT;Euronext Paris;EUR;0.112;0.112;0.106;0.112;16/12/2019;CET;354690;39313.435
ST GOBAIN IMB;BE0003279784;-;Euronext Expert Market;EUR;-;-;-;-;-;CET;-;-
ST KRUIS (pen/nmp);BE0944960831;-;Euronext Expert Market;EUR;23.36;23.36;23.36;23.36;22/03/2016;CET;18;420.48
ST-PIETERS-LEEUW;BE0014199377;-;Euronext Expert Market;EUR;13.8;13.8;13.8;13.8;25/06/2019;CET;4;55.2
STEAM FRANCE;FR0013063559;MLSTM;Euronext Access Paris;EUR;14;14;14;14;07/01/2016;CET;2;28
STEF;FR0000064271;STF;Euronext Paris;EUR;81.9;82.1;81.6;81.9;16/12/2019;CET;6795;556881.7
STENTYS;FR0010949404;STNT;Euronext Paris;EUR;0.468;0.4745;0.456;0.46;22/07/2019;CET;53783;24756.74
STERN GROEP;NL0000336303;STRN;Euronext Amsterdam;EUR;13.5;13.85;13.5;13.6;16/12/2019;CET;2450;33651.95
STMICROELECTRONICS;NL0000226223;STM;Euronext Paris;EUR;24.5;24.69;24.27;24.45;16/12/2019;CET;2210379;53984356.75
STRADIM ESPAC.FIN;FR0000074775;ALSAS;Euronext Growth Paris;EUR;7;7.15;7;7.15;13/12/2019;CET;1475;10525.25
STREAMWIDE;FR0010528059;ALSTW;Euronext Growth Paris;EUR;10.8;10.8;10.8;10.8;16/12/2019;CET;164;1771.2
STREAMWIDE BS;FR0012790756;STWDS;Euronext Growth Paris;EUR;0.01;0.01;0.01;0.01;24/06/2019;CET;10;0.1
STREIT MECANIQUE;FR0000063976;MLSTR;Euronext Access Paris;EUR;12.7;12.7;12.7;12.7;06/11/2019;CET;5;63.5
SUCRAF (ben/win);BE0010026350;-;Euronext Expert Market;EUR;10;10;10;10;17/07/2018;CET;14;140
SUCRAF A&B;BE0003463685;SUCR;Euronext Brussels;EUR;0.5201;0.5201;0.5201;0.5201;05/12/2019;CET;500;260.05
SUEZ;FR0010613471;SEV;Euronext Paris, Brussels;EUR;13.38;13.55;13.32;13.5;16/12/2019;CET;1675617;22562979.64
SUMO RESOURCES PLC;GB00B8GJBS16;MLSUM;Euronext Access Paris;EUR;0.015;0.015;0.015;0.015;16/12/2019;CET;42830;642.45
SUPERSONIC IMAGINE;FR0010526814;SSI;Euronext Paris;EUR;1.5;1.506;1.5;1.506;16/12/2019;CET;11395;17159.736
SURONGO;BE0003527356;-;Euronext Expert Market;EUR;186;186;186;186;15/10/2019;CET;1;186
SWORD GROUP;FR0004180578;SWP;Euronext Paris;EUR;34;34;33.85;33.95;16/12/2019;CET;8484;288330.65
SYNERGIE;FR0000032658;SDG;Euronext Paris;EUR;32;32;31.25;31.5;16/12/2019;CET;2722;85892.25
TAKEAWAY;NL0012015705;TKWY;Euronext Amsterdam;EUR;85.25;88.8;85.1;88.05;16/12/2019;CET;209636;18299582
TARKETT;FR0004188670;TKTT;Euronext Paris;EUR;13.69;13.82;13.51;13.79;16/12/2019;CET;73120;1001198.76
TAYNINH;FR0000063307;TAYN;Euronext Paris;EUR;1.08;1.08;1.08;1.08;10/12/2019;CET;3405;3677.4
TEAM;FR0000033466;MLTEA;Euronext Access Paris;EUR;336;336;336;336;19/11/2019;CET;11;3696
TECHNICOLOR;FR0010918292;TCH;Euronext Paris;EUR;0.702;0.708;0.69;0.697;16/12/2019;CET;2729112;1900562.849
TECHNIPFMC;GB00BDSFG982;FTI;Euronext Paris;EUR;18.19;18.305;17.96;18.125;16/12/2019;CET;1220167;22129354.92
TEIXEIRA DUARTE;PTTD10AM0000;TDSA;Euronext Lisbon;EUR;0.1485;0.15;0.145;0.147;17/12/2019;BST;686495;101026.3405
TELECOM ITALIA SPA;IT0003497168;TIT;Traded not listed Brussels;EUR;0.559;0.559;0.559;0.559;16/12/2019;CET;5;2.795
TELEFONICA;ES0178430E18;TFA;Traded not listed Brussels;EUR;6.905;6.905;6.752;6.81;16/12/2019;CET;8327;56681.111
